hotel_name,published_date,rating,review,language,title,trip_date,tokens,review_lemmatized,title_lemmatized
Center Parcs Le Lac d'Ailette,27 septembre 2018,4,"Après une désastreuse aventure au Bois franc, quel plaisir de retourner au lac d'Ailette..en plus les cottages ont été rénovés avec goût, Partis début août sous la canicule, nous avons apprécié les plaisirs de l'aquamondo malgré l'affluence,(peut être faudrait-il que les personnes ne séjournant pas dans le parc n'aient plus accès aux installations quand celui-ci est déjà complet - 1700 personnes dans la piscine c'est vraiment beaucoup trop)Nous avons loué un cottage premium bord de lac . Nous avons aimés nos soirées tranquilles sur la terrasse; beaucoup moins la chaleur dans le cottage (ventilation à prévoir)  celui-ci était très propre à notre arrivée et les quelques soucis rencontrés (pas de pile dans la télécommande, sèche-linge cassé) ont été très vite réglés par un personnel compétant  De quoi bien commencer notre séjour. Un bel endroit où nous reviendrons certainement l'été prochain",fr,très bon week end, août 2018,"['apres', 'desastreuse', 'aventure', 'bois', 'franc', 'quel', 'plaisir', 'retourner', 'lac', 'd ailette  en', 'plus', 'cottages', 'renoves', 'goût', 'partis', 'debut', 'août', 'sous', 'canicule', 'apprecie', 'plaisirs', 'l aquamondo', 'malgre', 'l affluence', 'peut', 'etre', 'faudrait il', 'personnes', 'sejournant', 'parc', 'n aient', 'plus', 'acces', 'installations', 'quand', 'celui ci', 'deja', 'complet', '1700', 'personnes', 'piscine', 'c est', 'vraiment', 'beaucoup', 'trop', 'loue', 'cottage', 'premium', 'bord', 'lac', 'aimes', 'soirees', 'tranquilles', 'terrasse', 'beaucoup', 'moins', 'chaleur', 'cottage', 'ventilation', 'prevoir', 'celui ci', 'tres', 'propre', 'arrivee', 'quelques', 'soucis', 'rencontres', 'pile', 'telecommande', 'seche linge', 'casse', 'tres', 'vite', 'regles', 'personnel', 'competant', 'quoi', 'bien', 'commencer', 'sejour', 'bel', 'endroit', 'reviendrons', 'certainement', 'l ete', 'prochain']","['apre', 'desastr', 'aventur', 'bois', 'franc', 'quel', 'plais', 'retourn', 'lac', 'd ailette  en', 'plus', 'cottag', 'renov', 'goût', 'part', 'debut', 'août', 'sous', 'canicul', 'apprec', 'plaisir', 'l aquamondo', 'malgr', 'l affluenc', 'peut', 'etre', 'faudrait il', 'person', 'sejourn', 'parc', 'n aient', 'plus', 'acce', 'install', 'quand', 'celui c', 'dej', 'complet', '1700', 'person', 'piscin', 'c est', 'vrai', 'beaucoup', 'trop', 'lou', 'cottag', 'premium', 'bord', 'lac', 'aim', 'soire', 'tranquill', 'terr', 'beaucoup', 'moin', 'chaleur', 'cottag', 'ventil', 'prevoir', 'celui c', 'tre', 'propr', 'arrive', 'quelqu', 'souc', 'rencontr', 'pil', 'telecommand', 'seche ling', 'cass', 'tre', 'vit', 'regl', 'personnel', 'compet', 'quoi', 'bien', 'commenc', 'sejour', 'bel', 'endroit', 'reviendron', 'certain', 'l et', 'prochain']","['tre', 'bon', 'week', 'end']"
Center Parcs Le Lac d'Ailette,18 janvier 2019,5,"Ambiance détendue , une vraie déconnexion.  Le logement est propre. L Aqua Mundo est super,il y fait très bon.les enfants s éclatent. Si enfants en poussette je déconseille car pas de réels emplacements pour ranger la poussette. Les restos sont plutôt bons et abordables.Le personnel est aimable et avenant.",fr,"Séjour agréable comme toujours ,une vraie déconnexion", mars 2018,"['ambiance', 'detendue', 'vraie', 'deconnexion', 'logement', 'propre', 'aqua', 'mundo', 'super', 'fait', 'tres', 'bon les', 'enfants', 'eclatent', 'enfants', 'poussette', 'deconseille', 'car', 'reels', 'emplacements', 'ranger', 'poussette', 'restos', 'plutot', 'bons', 'abordables le', 'personnel', 'aimable', 'avenant']","['ambianc', 'detendu', 'vrai', 'deconnexion', 'log', 'propr', 'aqua', 'mundo', 'sup', 'fait', 'tre', 'bon l', 'enfant', 'eclatent', 'enfant', 'pousset', 'deconseil', 'car', 'reel', 'emplac', 'rang', 'pousset', 'restos', 'plutot', 'bon', 'abordables l', 'personnel', 'aimabl', 'aven']","['sejour', 'agreabl', 'comm', 'toujour', 'vrai', 'deconnexion']"
Center Parcs Le Lac d'Ailette,11 novembre 2018,3,"Première fois que nous allions à center Parcs Ailette! Premièrement, une file d'attente le jour d'arrivée qui est d'une looooongueur monotone...Le personnel est toujours aimable. Que dire des prix pratiqués sur le site..Veillez à prendre un PEL avec vous si vous voulez vous promener en petite voiturette de golf..Nous étions situés à 1,5km des parkings et donc de la piscine..On a donc 3km dans les pieds si on veut aller barboter ;-) La propreté rien à direLe logement était bien. Nous avons été contraints d appeler le service de soirée/nuit car nos badges avaient été démagnétisés..Ensuite, canalisations qui était bouchées à notre arrivée. Il aura fallu appeler 3 jours de suite pour voir quelqu'un s'en occuper en 5 secondes..Sans parler des télés qui ne fonctionnaient plus en période de coupe du monde..mais bon nous n'étions pas venus pour la teloche :-)Nous avons été quelque peu dé\u00e7us de la distance entre le logement et les animations, mais aussi de ces quelques désagréments qui sont venus ternir notre séjour..",fr,"3,5 serait plus juste ", juillet 2018,"['premiere', 'fois', 'allions', 'center', 'parcs', 'ailette', 'premierement', 'file', 'd attente', 'jour', 'd arrivee', 'd une', 'looooongueur', 'monotone', '   ', 'personnel', 'toujours', 'aimable', 'dire', 'prix', 'pratiques', 'site  veillez', 'prendre', 'pel', 'voulez', 'promener', 'petite', 'voiturette', 'golf  nous', 'situes', '1 5km', 'parkings', 'donc', 'piscine  on', 'donc', '3km', 'pieds', 'veut', 'aller', 'barboter', 'proprete', 'rien', 'direle', 'logement', 'bien', 'contraints', 'appeler', 'service', 'soiree nuit', 'car', 'badges', 'demagnetises  ensuite', 'canalisations', 'bouchees', 'arrivee', 'fallu', 'appeler', 'jours', 'suite', 'voir', 'quelqu un', 's en', 'occuper', 'secondes  sans', 'parler', 'teles', 'fonctionnaient', 'plus', 'periode', 'coupe', 'monde  mais', 'bon', 'n etions', 'venus', 'teloche', 'quelque', 'peu', 'de u00e7us', 'distance', 'entre', 'logement', 'animations', 'aussi', 'quelques', 'desagrements', 'venus', 'ternir', 'sejour  ']","['premier', 'fois', 'allion', 'cent', 'parc', 'ailet', 'premier', 'fil', 'd attent', 'jour', 'd arrive', 'd un', 'looooongueur', 'monoton', '   ', 'personnel', 'toujour', 'aimabl', 'dir', 'prix', 'pratiqu', 'site  veil', 'prendr', 'pel', 'voul', 'promen', 'petit', 'voituret', 'golf  nous', 'situ', '1 5km', 'parking', 'donc', 'piscine  on', 'donc', '3km', 'pied', 'veut', 'aller', 'barbot', 'propret', 'rien', 'direl', 'log', 'bien', 'contraint', 'appel', 'servic', 'soiree nuit', 'car', 'badg', 'demagnetises  ensuit', 'canalis', 'bouche', 'arrive', 'fallu', 'appel', 'jour', 'suit', 'voir', 'quelqu un', 's en', 'occup', 'secondes  san', 'parl', 'tel', 'fonction', 'plus', 'period', 'coup', 'monde  m', 'bon', 'n etion', 'venus', 'teloch', 'quelqu', 'peu', 'de u00e7us', 'distanc', 'entre', 'log', 'anim', 'auss', 'quelqu', 'desagr', 'venus', 'tern', 'sejour  ']","['3 5', 'plus', 'just']"
Center Parcs Le Lac d'Ailette,3 octobre 2018,4,Génial pour les enfants petits et grands ! Pleins d'activités à faire. Beaucoup sont payantes mais on peut aussi y trouver son compte sans ces activités payantes. Les cottages sont très sympas. Le plan d'eau est habité par toute une faune à plumes et quelques ratons laveurs... ,fr,Endroit sympathique, avril 2018,"['genial', 'enfants', 'petits', 'grands', 'pleins', 'd activites', 'faire', 'beaucoup', 'payantes', 'peut', 'aussi', 'trouver', 'compte', 'sans', 'activites', 'payantes', 'cottages', 'tres', 'sympas', 'plan', 'd eau', 'habite', 'toute', 'faune', 'plumes', 'quelques', 'ratons', 'laveurs', '   ']","['genial', 'enfant', 'petit', 'grand', 'plein', 'd activit', 'fair', 'beaucoup', 'pai', 'peut', 'auss', 'trouv', 'compt', 'san', 'activit', 'pai', 'cottag', 'tre', 'symp', 'plan', 'd eau', 'habit', 'tout', 'faun', 'plum', 'quelqu', 'raton', 'laveur', '   ']","['endroit', 'sympath']"
Center Parcs Le Lac d'Ailette,17 janvier 2019,2,"Nous avons fait une réservation avec notre CE le 03 novembre 2018,pour un cottage de 6 personnes avec option emplacement,prix 1079 euros réduction Comite d'entreprise 215,80 soit: 926 euros à payer.La publicité de center parc annonce : plus vous réservez tôt moins vous payez, Et bien voila le résultat un mois plus tard, avec le site direct de center parc soit pour la même période la somme de 799 moins leur remise 240 plus emplacement 43 soit 657.90 Soit une différence de 268 euros et encore moins si on réserve aujourd'hui.Une vraie arnaque, en principe passer par son comité d'entreprise suppose de payer moins cher que sur le site, centre parc.Nous avons donc fait une réclamation, en réponse nous avons eu : c est comme ca et on ne peut rien faire pour vous.Je peux vous dire qu'avec 260 euros de plus, le cottage à intérêt d'être irréprochable, ce qui n'était pas le cas lors de notre dernier séjour à center parc de Normandie en décembre 2018. Ménage laissant à desirer, grille pain en panne, coupure d'électricité à répétition.Nous serons donc intransigeant en février 2019.De plus votre service réclamation qui doit répondre en 48h à mis,15 jours à répondre...... nous conseillons aux personnes de réserver de dernière minute pour profiter de bons tarifs.Dommage car après ce séjour, vous aurez perdu un client.",fr,Réservation février 2019, janvier 2019,"['fait', 'reservation', 'novembre', '2018', 'cottage', 'personnes', 'option', 'emplacement', 'prix', '1079', 'euros', 'reduction', 'comite', 'd entreprise', '215 80', '926', 'euros', 'payer la', 'publicite', 'center', 'parc', 'annonce', 'plus', 'reservez', 'tot', 'moins', 'payez', 'bien', 'voila', 'resultat', 'mois', 'plus', 'tard', 'site', 'direct', 'center', 'parc', 'periode', 'somme', '799', 'moins', 'remise', '240', 'plus', 'emplacement', '657 90', 'difference', '268', 'euros', 'encore', 'moins', 'reserve', 'aujourd hui une', 'vraie', 'arnaque', 'principe', 'passer', 'comite', 'd entreprise', 'suppose', 'payer', 'moins', 'cher', 'site', 'centre', 'parc nous', 'donc', 'fait', 'reclamation', 'reponse', 'comme', 'peut', 'rien', 'faire', 'vous je', 'peux', 'dire', 'qu avec', '260', 'euros', 'plus', 'cottage', 'interet', 'd etre', 'irreprochable', 'n etait', 'cas', 'lors', 'dernier', 'sejour', 'center', 'parc', 'normandie', 'decembre', '2018', 'menage', 'laissant', 'desirer', 'grille', 'pain', 'panne', 'coupure', 'd electricite', 'repetition nous', 'donc', 'intransigeant', 'fevrier', '2019 de', 'plus', 'service', 'reclamation', 'doit', 'repondre', '48h', 'mis 15', 'jours', 'repondre', '   ', '   ', 'conseillons', 'personnes', 'reserver', 'derniere', 'minute', 'profiter', 'bons', 'tarifs dommage', 'car', 'apres', 'sejour', 'perdu', 'client']","['fait', 'reserv', 'novembr', '2018', 'cottag', 'person', 'option', 'emplac', 'prix', '1079', 'euros', 'reduct', 'comit', 'd entrepris', '215 80', '926', 'euros', 'payer l', 'publicit', 'cent', 'parc', 'annonc', 'plus', 'reserv', 'tot', 'moin', 'pai', 'bien', 'voil', 'resultat', 'mois', 'plus', 'tard', 'sit', 'direct', 'cent', 'parc', 'period', 'somm', '799', 'moin', 'remis', '240', 'plus', 'emplac', '657 90', 'different', '268', 'euros', 'encor', 'moin', 'reserv', 'aujourd hui un', 'vrai', 'arnaqu', 'princip', 'pass', 'comit', 'd entrepris', 'suppos', 'pai', 'moin', 'cher', 'sit', 'centr', 'parc nous', 'donc', 'fait', 'reclam', 'repons', 'comm', 'peut', 'rien', 'fair', 'vous j', 'peux', 'dir', 'qu avec', '260', 'euros', 'plus', 'cottag', 'interet', 'd etr', 'irreproch', 'n et', 'cas', 'lor', 'derni', 'sejour', 'cent', 'parc', 'normand', 'decembr', '2018', 'menag', 'laiss', 'desir', 'grill', 'pain', 'pann', 'coupur', 'd electricit', 'repetition nous', 'donc', 'intransig', 'fevri', '2019 de', 'plus', 'servic', 'reclam', 'doit', 'repondr', '48h', 'mis 15', 'jour', 'repondr', '   ', '   ', 'conseillon', 'person', 'reserv', 'dernier', 'minut', 'profit', 'bon', 'tarifs dommag', 'car', 'apre', 'sejour', 'perdu', 'client']","['reserv', 'fevri', '2019']"
Center Parcs Le Lac d'Ailette,"August 31, 2018",4,"This was the third European CP we've visited, and it met our expectations.   We were in a refurbished basic cottage.  I'm sure there would have been cobwebs had we looked hard enough, based on other reviews, but certainly we found the house to be hygienically clean with no issues that we noticed.On arrival we realised that a bathroom lock didn't work.  We went straight to reception (no queue) to report it, and within 20 minutes a man turned up at the door with a drill and fixed it.  Very impressed!We thought the pool was great, and we saw the changing and other areas being cleaned regularly.  Although health and safety is generally more lax abroad, the lifeguards were very good at stopping young children to check they were with adults etc.  As others have said, be aware that this is a very hilly site.  I hadn't appreciated the extent to which this would be an issue for us.  It meant that bike rides weren't really enjoyable, and it was a pain travelling back and forth to the shop etc., where usually we've found that part of the charm of a CP holiday.My only real gripe was the number of cars on site every day of the holiday.  Each time we cycled to/from our cottage we had to give way to at least 5 cars, which to my mind defeats one of the main points of CP.  All we can think is that it was people going out for the day, and because of the hills they were collecting family members in the car to save them a walk to/from the car park. Unless disabled I personally don't think this is fair on fellow holidaymakers.Overall another great CP stay.",en,"Great holiday, but too many cars on site", August 2018,"['this', 'was', 'the', 'third', 'european', ' ve', 'visited', 'and', 'met', 'our', 'expectations', 'were', 'refurbished', 'basic', 'cottage', 'sure', 'there', 'would', 'have', 'been', 'cobwebs', 'had', 'looked', 'hard', 'enough', 'based', 'other', 'reviews', 'but', 'certainly', 'found', 'the', 'house', 'hygienically', 'clean', 'with', 'issues', 'that', 'noticed on', 'arrival', 'realised', 'that', 'bathroom', 'lock', 'did', 'n t', 'work', 'went', 'straight', 'reception', 'queue', 'report', 'and', 'within', 'minutes', 'man', 'turned', 'the', 'door', 'with', 'drill', 'and', 'fixed', 'very', 'impressed', 'thought', 'the', 'pool', 'was', 'great', 'and', 'saw', 'the', 'changing', 'and', 'other', 'areas', 'being', 'cleaned', 'regularly', 'although', 'health', 'and', 'safety', 'generally', 'more', 'lax', 'abroad', 'the', 'lifeguards', 'were', 'very', 'good', 'stopping', 'young', 'children', 'check', 'they', 'were', 'with', 'adults', 'etc', 'others', 'have', 'said', 'aware', 'that', 'this', 'very', 'hilly', 'site', 'had', 'n t', 'appreciated', 'the', 'extent', 'which', 'this', 'would', 'issue', 'for', 'meant', 'that', 'bike', 'rides', 'were', 'n t', 'really', 'enjoyable', 'and', 'was', 'pain', 'travelling', 'back', 'and', 'forth', 'the', 'shop', 'etc ', 'where', 'usually', ' ve', 'found', 'that', 'part', 'the', 'charm', 'holiday my', 'only', 'real', 'gripe', 'was', 'the', 'number', 'cars', 'site', 'every', 'day', 'the', 'holiday', 'each', 'time', 'cycled', 'to from', 'our', 'cottage', 'had', 'give', 'way', 'least', 'cars', 'which', 'mind', 'defeats', 'one', 'the', 'main', 'points', 'all', 'can', 'think', 'that', 'was', 'people', 'going', 'out', 'for', 'the', 'day', 'and', 'because', 'the', 'hills', 'they', 'were', 'collecting', 'family', 'members', 'the', 'car', 'save', 'them', 'walk', 'to from', 'the', 'car', 'park', 'unless', 'disabled', 'personally', 'n t', 'think', 'this', 'fair', 'fellow', 'holidaymakers overall', 'another', 'great', 'stay']","['this', 'was', 'the', 'third', 'european', ' ve', 'visited', 'and', 'met', 'our', 'expect', 'wer', 'refurbished', 'basic', 'cottag', 'sur', 'ther', 'would', 'hav', 'been', 'cobweb', 'had', 'looked', 'hard', 'enough', 'based', 'other', 'review', 'but', 'certainly', 'found', 'the', 'hous', 'hygienically', 'clean', 'with', 'issu', 'that', 'noticed on', 'arrival', 'realised', 'that', 'bathroom', 'lock', 'did', 'n t', 'work', 'went', 'straight', 'recept', 'queu', 'report', 'and', 'within', 'minut', 'man', 'turned', 'the', 'door', 'with', 'drill', 'and', 'fixed', 'very', 'impressed', 'thought', 'the', 'pool', 'was', 'great', 'and', 'saw', 'the', 'changing', 'and', 'other', 'are', 'being', 'cleaned', 'regularly', 'although', 'health', 'and', 'safety', 'generally', 'mor', 'lax', 'abroad', 'the', 'lifeguard', 'wer', 'very', 'good', 'stopping', 'young', 'children', 'check', 'they', 'wer', 'with', 'adult', 'etc', 'other', 'hav', 'said', 'awar', 'that', 'this', 'very', 'hilly', 'sit', 'had', 'n t', 'appreciated', 'the', 'extent', 'which', 'this', 'would', 'issu', 'for', 'me', 'that', 'bik', 'rid', 'wer', 'n t', 'really', 'enjoi', 'and', 'was', 'pain', 'travelling', 'back', 'and', 'forth', 'the', 'shop', 'etc ', 'wher', 'usually', ' ve', 'found', 'that', 'part', 'the', 'charm', 'holiday my', 'only', 'real', 'grip', 'was', 'the', 'numb', 'car', 'sit', 'every', 'day', 'the', 'holiday', 'each', 'tim', 'cycled', 'to from', 'our', 'cottag', 'had', 'giv', 'way', 'least', 'car', 'which', 'mind', 'defeat', 'one', 'the', 'main', 'point', 'all', 'can', 'think', 'that', 'was', 'peopl', 'going', 'out', 'for', 'the', 'day', 'and', 'becaus', 'the', 'hill', 'they', 'wer', 'collecting', 'family', 'member', 'the', 'car', 'sav', 'them', 'walk', 'to from', 'the', 'car', 'park', 'unless', 'disabled', 'personally', 'n t', 'think', 'this', 'fair', 'fellow', 'holidaymakers overall', 'anoth', 'great', 'stay']","['great', 'holiday', 'but', 'too', 'many', 'car', 'sit']"
Center Parcs Le Lac d'Ailette,"September 1, 2018",5,"I have to admit after reading so many negative reviews I had my reservations. Fortunately the moment we arrived those fears were alleviated. We were greeted by a very smiley member of staff that spoke perfect English who directed us to our house. We opted for the referbished VIP house and we weren't disappointed. Beautifully decorated, well equipped with exceptionally comfortable sofa and beds. Our interactions with other members of staff were good, everyone was friendly and there was always someone on reception that spoke English. We bought our dog and were a little worried about finding a local vets before returning home but we were given details or an English speaking vet to contact and it couldn't have gone smoother.The surrounding area was great, Laon is a beautiful city and there is a lot of WW1 sites to visit close by.In all we had a fantastic week and would definitely come back again. For the quality of accommodation we got is was fantastic value for money compared to the UK.",en,Supassed expectations, August 2018,"['have', 'admit', 'after', 'reading', 'many', 'negative', 'reviews', 'had', 'reservations', 'fortunately', 'the', 'moment', 'arrived', 'those', 'fears', 'were', 'alleviated', 'were', 'greeted', 'very', 'smiley', 'member', 'staff', 'that', 'spoke', 'perfect', 'english', 'who', 'directed', 'our', 'house', 'opted', 'for', 'the', 'referbished', 'vip', 'house', 'and', 'were', 'n t', 'disappointed', 'beautifully', 'decorated', 'well', 'equipped', 'with', 'exceptionally', 'comfortable', 'sofa', 'and', 'beds', 'our', 'interactions', 'with', 'other', 'members', 'staff', 'were', 'good', 'everyone', 'was', 'friendly', 'and', 'there', 'was', 'always', 'someone', 'reception', 'that', 'spoke', 'english', 'bought', 'our', 'dog', 'and', 'were', 'little', 'worried', 'about', 'finding', 'local', 'vets', 'before', 'returning', 'home', 'but', 'were', 'given', 'details', 'english', 'speaking', 'vet', 'contact', 'and', 'could', 'n t', 'have', 'gone', 'smoother the', 'surrounding', 'area', 'was', 'great', 'laon', 'beautiful', 'city', 'and', 'there', 'lot', 'ww1', 'sites', 'visit', 'close', 'by in', 'all', 'had', 'fantastic', 'week', 'and', 'would', 'definitely', 'come', 'back', 'again', 'for', 'the', 'quality', 'accommodation', 'got', 'was', 'fantastic', 'value', 'for', 'money', 'compared', 'the']","['hav', 'admit', 'after', 'reading', 'many', 'negat', 'review', 'had', 'reserv', 'fortunately', 'the', 'moment', 'arrived', 'thos', 'fear', 'wer', 'alleviated', 'wer', 'greeted', 'very', 'smiley', 'memb', 'staff', 'that', 'spok', 'perfect', 'english', 'who', 'directed', 'our', 'hous', 'opted', 'for', 'the', 'referbished', 'vip', 'hous', 'and', 'wer', 'n t', 'disappointed', 'beautifully', 'decorated', 'wel', 'equipped', 'with', 'exceptionally', 'comfort', 'sof', 'and', 'bed', 'our', 'interact', 'with', 'other', 'member', 'staff', 'wer', 'good', 'everyon', 'was', 'friendly', 'and', 'ther', 'was', 'alway', 'someon', 'recept', 'that', 'spok', 'english', 'bought', 'our', 'dog', 'and', 'wer', 'littl', 'worried', 'about', 'finding', 'local', 'vet', 'befor', 'returning', 'hom', 'but', 'wer', 'given', 'detail', 'english', 'speaking', 'vet', 'contact', 'and', 'could', 'n t', 'hav', 'gon', 'smoother th', 'surrounding', 'are', 'was', 'great', 'laon', 'beautiful', 'city', 'and', 'ther', 'lot', 'ww1', 'sit', 'vis', 'clos', 'by in', 'all', 'had', 'fantastic', 'week', 'and', 'would', 'definitely', 'com', 'back', 'again', 'for', 'the', 'quality', 'accommod', 'got', 'was', 'fantastic', 'valu', 'for', 'money', 'compared', 'the']","['supassed', 'expect']"
Center Parcs Le Lac d'Ailette,"August 31, 2018",3,"they have good amenities but the cottages are not clean .bring your towels they do not have it and when i order them i never got any towels.when i asked customer service to send somebody to clean , they said they will send somebody in the afternoon but they never did so i had to clean myself because i have two babies and floor and stairs were gull of spiderwebs and so everywhere so dusty. i felt like it has been months since somebody cleaned the cottage. could not even go to balcony even once, full of bird poop everywhere.",en,good amenities but the cottages are not clean, August 2018,"['they', 'have', 'good', 'amenities', 'but', 'the', 'cottages', 'are', 'not', 'clean', ' bring', 'your', 'towels', 'they', 'not', 'have', 'and', 'when', 'order', 'them', 'never', 'got', 'any', 'towels when', 'asked', 'customer', 'service', 'send', 'somebody', 'clean', 'they', 'said', 'they', 'will', 'send', 'somebody', 'the', 'afternoon', 'but', 'they', 'never', 'did', 'had', 'clean', 'myself', 'because', 'have', 'two', 'babies', 'and', 'floor', 'and', 'stairs', 'were', 'gull', 'spiderwebs', 'and', 'everywhere', 'dusty', 'felt', 'like', 'has', 'been', 'months', 'since', 'somebody', 'cleaned', 'the', 'cottage', 'could', 'not', 'even', 'balcony', 'even', 'once', 'full', 'bird', 'poop', 'everywhere']","['they', 'hav', 'good', 'amenit', 'but', 'the', 'cottag', 'are', 'not', 'clean', ' bring', 'your', 'towel', 'they', 'not', 'hav', 'and', 'when', 'order', 'them', 'nev', 'got', 'any', 'towels when', 'asked', 'custom', 'servic', 'send', 'somebody', 'clean', 'they', 'said', 'they', 'will', 'send', 'somebody', 'the', 'afternoon', 'but', 'they', 'nev', 'did', 'had', 'clean', 'myself', 'becaus', 'hav', 'two', 'bab', 'and', 'floor', 'and', 'stair', 'wer', 'gull', 'spiderweb', 'and', 'everywher', 'dusty', 'felt', 'lik', 'has', 'been', 'month', 'sinc', 'somebody', 'cleaned', 'the', 'cottag', 'could', 'not', 'even', 'balcony', 'even', 'once', 'full', 'bird', 'poop', 'everywher']","['good', 'amenit', 'but', 'the', 'cottag', 'are', 'not', 'clean']"
Center Parcs Le Lac d'Ailette,"September 1, 2018",3,"Pool was fun but there was overcrowding at times, so a little unclean. Facilities were a bit run down especially sports hall and bikes. Accommodation was clean and comfy. Overall, it doesn't rate nearly as high as its English counterparts.",en,Not enamoured with Le Lac D'Ailette, August 2018,"['pool', 'was', 'fun', 'but', 'there', 'was', 'overcrowding', 'times', 'little', 'unclean', 'facilities', 'were', 'bit', 'run', 'down', 'especially', 'sports', 'hall', 'and', 'bikes', 'accommodation', 'was', 'clean', 'and', 'comfy', 'overall', 'does', 'n t', 'rate', 'nearly', 'high', 'its', 'english', 'counterparts']","['pool', 'was', 'fun', 'but', 'ther', 'was', 'overcrowding', 'tim', 'littl', 'unclean', 'facilit', 'wer', 'bit', 'run', 'down', 'especially', 'sport', 'hall', 'and', 'bik', 'accommod', 'was', 'clean', 'and', 'comfy', 'overall', 'do', 'n t', 'rat', 'nearly', 'high', 'it', 'english', 'counterpart']","['not', 'enamoured', 'with', 'lac', 'd ailet']"
